docid,actualdate,inferreddate,firstpub,recept,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birth,gender,nationality,othername,notes,canon,DEAD,WIND,RED,STRANGE,HALF,GREY,TIS,BETWEEN,FAITH,WOMAN,GRASS,SUDDEN,BROWN,LEST,YELLOW,SHUT,HOLLOW,MOUTH,WOMEN,NIGHTS,DUMB,WRITTEN,BLOWN,STIR,ASLEEP,I_LL,LAUGHED,NATION,HERS,SCENES,WAN,I_VE,TREASURES,KNEES,FRIENDSHIP,NAKED,PEN,STRAINS,ACHING,SITTING,YESTERDAY,GARDENS,PASSIONATE,PURSUE,WE_LL,WOULDST,CREEPING,DUSK,BROODING,UNDERNEATH,SMOTE,BREATHLESS,SAVIOUR,REIGNS,BLOWING,HARSH,COLOURED,DUSTY,VAGUE,MOANING,IMPART,JESUS,CURLED,HURRYING,SHAKEN,FOLK,BESTOW,HURT,MISSION,LONDON,BEATEN,ALIEN,DRIPPING
uc2.ark+=13960=t5p848b89,1914,1914,1914,random,7686075,,Bonus[COMMA] John[COMMA],London;Longmans;1914.,,Thoughts in verse for my friends,,,,,,1828,m,uk,,,,5,1,0,2,0,0,6,1,7,2,0,0,0,0,2,0,0,2,0,0,0,3,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,1,0
loc.ark+=13960=t8gf19n4c,1914,1914,1914,random,8658103,,Stott[COMMA] Roscoe Gilmore.,Cincinnati;Stewart & Kidd company;1914,,The man sings,,,,,,1880,m,us,,,,4,6,4,5,8,2,11,1,2,4,1,0,0,1,0,0,3,0,1,1,1,1,0,1,2,0,0,4,0,0,0,1,0,0,0,0,1,0,0,1,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,2,0,1,0,0,2,0
nyp.33433066569025,1914,1914,1914,random,8657400,,Scofield[COMMA] William Bacon.,Worcester[COMMA] Mass.;The Commonwealth Press[COMMA] printers;1914.,,Verses,,,,,,1864,m,us,,,,2,5,2,0,1,0,2,0,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,1,1,1,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
mdp.39015063919453,1914,1914,1914,random,779417,,Gale[COMMA] Norman[COMMA],London;MacMillan and co.;1914.,,Collected poems,,,,,,1862,m,uk,,,,9,11,9,4,16,12,25,13,12,7,16,11,2,3,7,0,2,11,2,0,5,0,0,7,3,0,1,1,0,0,0,0,2,6,1,2,0,2,3,2,5,1,0,0,0,0,1,3,1,2,1,1,3,0,1,0,6,1,0,0,0,0,0,0,1,2,1,0,1,7,0,0,0
uc2.ark+=13960=t23b5z68r,1914,1914,1914,random,7654244,,Burton[COMMA] H. Bindon.,Dublin;Maunsel;1914.,,EÃ¶lsynÃ©[COMMA] and other poems,,,,,,,,,,,,6,4,5,2,6,6,9,2,1,7,0,5,0,4,1,0,1,2,0,2,4,0,1,2,0,2,0,12,5,0,1,3,3,1,0,3,0,2,0,0,1,0,0,0,6,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
loc.ark+=13960=t01z4r32p,1914,1914,1914,random,9583129,,Hewes[COMMA] Charles Edwin[COMMA],Estes Park[COMMA] Col.;The Egerton-Palmer press;c1914,,Songs of the Rockies,,,,,,1870,m,us,,,,9,46,16,3,0,9,15,10,3,4,4,1,8,1,1,0,10,2,0,4,1,1,0,1,0,9,0,1,0,1,0,6,0,0,1,3,0,1,1,1,0,0,0,2,7,0,1,1,6,0,0,0,0,3,0,0,0,1,1,0,0,0,2,0,0,2,2,0,0,0,0,0,2
nyp.33433074801030,1914,1914,1914,random,8657007,,<blank>,Chicago;Charles C. Thompson co.;c1914,,Songs of the underworld,,,,,,1875,m,us,Yore[COMMA] Clem,,,7,6,6,3,2,7,16,1,2,18,0,0,0,1,0,0,0,0,10,2,0,2,0,0,1,8,1,0,1,0,1,14,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,1,0,0,0,0,0,0
loc.ark+=13960=t0ms46c3p,1914,1914,1914,random,9578561,,Maxwell[COMMA] George Madison[COMMA],Roanoke[COMMA] Va.;Stone Print. and Manufacturing Co.;1914.,,Bare-foot days[COMMA] and other poems,,,,,,1876,m,us,,,,4,2,4,0,0,4,0,1,1,3,2,0,0,1,1,3,0,1,2,0,0,1,0,0,2,7,0,0,1,1,0,2,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
loc.ark+=13960=t42r4b17k,1914,1914,1914,random,7661311,,Hinckley[COMMA] Mercy Adeline[COMMA],New York;The Neale Publishing Company;1914.,,Life-colors,,,,,,1871,f,us,,,,1,12,1,2,1,1,3,4,6,2,7,2,0,2,0,5,0,0,0,1,2,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0
mdp.39015063947074,1914,1914,1914,random,324282,,O[APOSTROPHE]Hagan[COMMA] Thomas[COMMA],Toronto;W. Briggs;1914.,,In the heart of the meadow,,,,,,1855,m,ca,,,,3,3,0,1,0,1,1,1,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
nyp.33433075790711,1914,1914,1914,random,8656818,,Fisher[COMMA] Benjamin Franklin[COMMA],Canton[COMMA] Ohio;The Franklin company;c1914,,Life harmonies,,,,,,1873,m,us,,,,7,5,0,12,3,10,2,0,4,0,1,1,2,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,6,0,1,0,0,0,0,6,0,0,0,0,0,0,5,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
uc2.ark+=13960=t90865x9t,1913,1913,1913,reviewed,6608677,10631320,Helston[COMMA] John.,London;Heinemann;1913.,,Aphrodite,rev,,,1914,PMV,1877,m,uk,,obscure,,33,47,11,20,20,23,14,17,15,101,13,25,9,12,5,5,6,10,55,15,10,0,22,1,6,1,5,0,4,0,5,0,0,3,1,2,1,1,2,1,1,0,4,1,3,2,2,28,3,0,1,4,0,0,0,0,0,0,4,2,0,1,5,0,5,2,0,3,0,5,1,0,1
loc.ark+=13960=t4pk0vn19,1915,1915,1913,reviewed,433785,869355,Frost[COMMA] Robert[COMMA],New York;Henry Holt and Company;1915.,,A boy[APOSTROPHE]s will,rev,,,1913,PMV,1874,m,us,,,y,9,11,1,1,4,5,6,0,0,0,6,0,2,0,1,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
uc1.b3342492,1913,1913,1913,reviewed,7930712,7699852,Towne[COMMA] Charles Hanson[COMMA],New York;M. Kennerley;1913.,,Beyond the stars and other poems,rev,,,1914,PMV,1877,m,us,,,,12,12,5,13,1,3,0,2,0,7,5,4,0,1,0,1,0,1,4,10,1,0,3,2,4,0,1,0,1,0,1,2,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,1,0
uc2.ark+=13960=t92807683,1913,1913,1913,reviewed,7676720,5294931,Wheelock[COMMA] John Hall[COMMA],Boston;Sherman[COMMA] French;1913.,,Love and liberation;,rev,neg,,1914,PMV,1886,m,us,,,,13,23,2,13,6,3,7,6,0,9,3,1,0,7,0,2,5,13,4,2,10,0,5,0,1,0,0,0,2,0,0,0,0,2,0,5,0,2,1,0,0,0,4,0,0,0,0,13,0,4,0,7,0,0,2,0,3,0,0,1,0,0,1,1,0,0,0,3,0,0,0,1,1
nyp.33433075789499,1913,1913,1913,reviewed,6536257,4859603,Evans[COMMA] Florence Wilkinson.,Boston;New York;Houghton mMifflin company;1913.,,The ride home;,rev,,,1917,PMV,1878,f,us,,,,20,25,28,24,24,34,1,12,2,6,6,10,8,0,6,9,4,4,10,4,4,2,8,6,4,4,6,4,2,0,2,2,1,5,0,10,0,0,0,1,4,3,3,1,1,1,4,5,4,1,1,4,0,0,3,0,1,2,4,3,0,1,1,2,0,14,0,4,0,5,1,1,8
loc.ark+=13960=t0tq6s38g,1913,1913,1913,random,1507483,,Malloch[COMMA] Douglas.,New York;George H. Doran company;c1913,,The woods,,,,,,1877,m,us,,,,3,6,9,2,4,7,5,0,3,9,8,2,4,0,4,1,0,1,12,1,0,2,0,1,1,6,2,1,0,0,0,7,1,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
uc2.ark+=13960=t52f7m21r,1913,1913,1913,random,6517156,,Fare[COMMA] John Thomas[COMMA],Los Angeles[COMMA] Cal.;Grafton Publishing Company;c1913,,In the wilderness,,,,,,1859,m,us,,,,4,3,1,1,0,2,5,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loc.ark+=13960=t6834m35p,1913,1913,1913,random,9577242,,Raymond[COMMA] George Lansing[COMMA],New York [etc.;G. P. Putnam[APOSTROPHE]s sons;1913.,,The mountains about Williamstown,,,,,,1839,m,us,,,,2,0,2,4,9,1,0,4,11,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,5,0,0,2,0
nyp.33433066569447,1913,1913,1913,random,8656831,,Seitz[COMMA] Howard Buckwalter[COMMA],New York;The Cosmopolitan Press;1913.,,Aeolic lyrics,,,,,,1886,m,us,,,,1,2,1,0,0,0,7,2,0,6,5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
loc.ark+=13960=t6rx9vf7j,1913,1913,1913,random,9583246,,Courtney[COMMA] T. Alcliffe.,Chicopee Falls[COMMA] Mass.;The Rich print;1913.,,Songs of love,,,,,,,,,,,,2,3,0,4,1,16,13,2,5,2,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,8,0,0,0,1,0,5,3,0,1,0,0,0,1,0,0,0,4,0,4,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
uc1.b4100781,1914,1914,1912,reviewed,1186355,582776,Sterling[COMMA] George[COMMA],San Francisco;A. M. Robertson;1914.,copy 2,Beyond the breakers,pub,,,1912,PMV,1869,m,us,,,,10,24,13,6,7,8,2,11,4,2,6,2,2,3,1,1,0,5,1,2,5,0,1,4,0,0,2,0,0,0,1,0,0,1,0,1,4,2,1,0,0,1,0,0,0,0,0,3,1,0,2,4,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,2,0,1,1,1
mdp.39015030719945,1917,1917,1912,reviewed,1188482,2195973,Widdemer[COMMA] Margaret.,New York;H. Holt and company;1917.,,Factories[COMMA] poems,pub,,,1912,PMV,1884,f,us,,,,34,35,14,7,6,9,2,5,3,24,7,0,9,8,5,7,1,0,15,2,1,0,2,2,4,0,2,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,14,0,2,0,2,1,0,3,0,0,1,0,0,0,2,3,2,3,23,0,4,0,1,0,0,0
uc1.b3335682,1912,1912,1912,reviewed,7688219,3105162,Gibson[COMMA] Wilfrid Wilson[COMMA],London;E. Mathews;1912.,v. 2,Fires,rev,pos,,1914,FR,1878,m,uk,,,,17,9,15,11,6,0,0,3,0,1,3,2,2,0,0,2,0,0,0,3,1,0,0,4,4,3,0,0,1,0,0,3,0,1,0,5,0,0,1,1,1,0,1,0,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,1,0,0,0
uc1.b3335683,1912,1912,1912,reviewed,7688219,3105162,Gibson[COMMA] Wilfrid Wilson[COMMA],London;E. Mathews;1912.,v. 3,Fires,rev,pos,,1914,FR,1878,m,uk,,,,17,7,10,8,8,3,1,4,0,3,3,4,0,2,1,1,1,1,1,0,0,0,1,6,4,1,2,0,5,0,0,1,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,1,0,0,0
uc2.ark+=13960=t0gt5hn4z,1912,1912,1912,reviewed,6639605,3753934,Akins[COMMA] ZoÃ«[COMMA],New York;M. Kennerley;1912.,,Interpretations,rev,,,1912,PMV,1886,f,us,,,,16,18,3,13,4,5,4,5,3,6,10,7,0,0,1,1,0,7,5,6,0,1,5,2,0,0,3,1,1,0,2,0,1,2,1,0,0,0,2,0,0,1,1,0,0,0,0,6,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,0,2,0,0,2,2
nyp.33433066650874,1912,1912,1912,reviewed,7912639,1864746,Leonard[COMMA] William Ellery[COMMA],New York;B. W. Huebsch;1912.,,The vaunt of man;,rev,,,1913,PMV,1876,m,us,,,,19,13,14,4,9,7,7,17,9,6,5,2,3,2,4,2,0,2,1,6,4,1,2,0,0,0,1,4,3,0,2,9,0,1,0,4,2,0,0,0,1,5,1,1,2,0,0,6,1,0,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,8,0,0,0,0,0,2,0
loc.ark+=13960=t3st8fg8k,1912,1912,1912,reviewed,6607057,2025794,Burr[COMMA] Amelia Josephine[COMMA],New York;George H. Doran Company;c1912,,The roadside fire,rev,,,1913,PMV,1878,f,us,,,,15,3,4,0,3,9,3,3,1,6,2,2,1,4,0,2,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,1,2,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,1
uc1.b3345658,1912,1912,1912,reviewed,7925688,13641242,Sweeny[COMMA] Mildred M[APOSTROPHE] Neal.,London;Unwin;1912.,,Men of no land[COMMA] and other poems,rev,,,1914,PMV,,f,uk,,obscure,,3,51,3,26,8,37,9,7,12,13,12,10,8,4,4,2,0,1,6,2,3,2,7,3,1,0,2,0,1,0,0,1,1,2,0,1,1,1,0,6,5,1,4,1,0,0,1,12,2,0,0,0,0,0,19,0,1,2,1,0,0,0,0,1,0,0,0,0,0,5,0,6,2
loc.ark+=13960=t04x5sr13,1912,1912,1912,reviewed,9563049,4315307,Smith[COMMA] Clark Ashton[COMMA],San Francisco[COMMA] Cal.;A. M. Robertson;1912.,,The star-treader,rev,,,1913,PMV,1893,m,us,,,,21,30,4,9,2,3,6,8,3,0,2,3,1,3,0,2,5,3,0,2,3,0,5,3,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,3,0,1,5,0,3,0,0,0,0,2,3,0,1,1,0,0,0,5,0
mdp.39015063931839,1912,1912,1912,reviewed,246795,3945103,How[COMMA] Louis[COMMA],Boston;Sherman[COMMA] French & company;1912.,,The youth replies,rev,,,1913,PMV,1873,m,us,,,,1,3,0,1,4,3,5,3,0,3,1,0,1,2,2,1,1,3,0,8,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
nyp.33433074890983,1912,1912,1912,reviewed,7912891,2726013,Masefield[COMMA] John[COMMA],New York;The Macmillan Company;1912.,,The story of a round-house,rev,,,1913,PMV,1878,m,uk,,Laureate!,,31,67,38,19,43,30,0,10,0,12,15,2,12,3,7,5,1,2,8,1,4,1,7,3,3,8,1,0,4,2,2,17,0,3,2,2,3,0,2,2,0,0,6,0,6,0,1,9,1,6,1,0,0,0,13,0,0,10,0,2,0,0,0,3,3,2,0,1,0,16,5,0,10
nyp.33433066651120,1912,1912,1912,random,8656531,,Lindsey[COMMA] Frederick Brooks.,Boston;Sherman[COMMA] French[COMMA] & company;1912.,,The spirit Prospero,,,,,,1871,m,us,,,,8,7,7,11,7,5,2,2,3,2,3,5,1,0,0,1,0,0,0,2,2,0,3,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,4,0,0,1,1,0,3,0
nnc1.cu54856230,1912,1912,1912,random,8416975,,Gladden[COMMA] Washington[COMMA],Boston[COMMA] New York [etc.;The Pilgrim press;c1912,,Ultima veritas[COMMA] and other verses,,,,,,1836,m,us,,,,9,2,4,3,0,2,8,2,18,4,2,1,1,3,0,0,0,1,1,1,3,0,0,0,1,2,1,1,0,0,0,1,2,0,8,1,2,0,0,3,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
uc2.ark+=13960=t41r6ng25,1912,1912,1912,random,7675249,,Underwood[COMMA] John Curtis[COMMA],New York;1912.,,Americans,,,,,,1874,m,us,,,,22,6,15,2,20,10,0,10,11,14,2,0,4,2,7,8,1,2,38,5,4,2,1,4,5,15,1,22,0,3,1,31,2,2,0,9,3,1,0,1,3,2,0,6,7,0,0,0,0,0,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,4,0,2,0
nyp.33433066657317,1912,1912,1912,random,7672735,,Shepard[COMMA] Mary Norsworthy.,Boston;Sherman[COMMA] French;1912.,,Where it listeth,,,,,,,,,,,,2,12,8,0,0,6,1,3,4,1,2,4,0,0,1,3,1,2,0,1,3,1,9,5,0,1,0,0,0,0,2,2,0,0,0,3,0,1,0,0,1,2,0,0,1,0,1,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0
mdp.39015051715038,1914,1914,1912,random,1907795,,<blank>,New York;Putnam;1914.,,Georgian poetry[COMMA] 1911-1912,,,,,,,,,,,,33,24,20,28,26,10,10,18,6,12,11,5,15,7,2,6,2,9,6,3,5,2,6,6,9,4,14,0,3,0,1,5,0,1,1,6,1,0,0,1,5,0,4,0,3,2,0,6,4,3,2,2,0,0,0,0,0,3,1,0,0,1,2,2,9,10,0,1,0,5,2,0,1
loc.ark+=13960=t4bp0rb8b,1912,1912,1912,random,779908,,Goodwin[COMMA] Grace Duffield.,Boston;Sherman[COMMA] French & company;1912.,,Horizon songs,,,,,,1869,f,us,,,,15,22,5,4,5,21,3,7,8,4,6,2,8,1,2,6,4,0,3,2,3,0,0,4,0,1,2,0,0,0,1,4,1,1,0,1,0,0,1,0,3,1,0,0,0,0,0,5,1,0,1,4,1,0,1,0,0,3,1,0,1,5,0,2,0,2,0,1,0,0,1,2,1
uc2.ark+=13960=t1td9p63g,1912,1912,1912,random,7921812,,Peterson[COMMA] Edmund Deacon.,New York;The Cosmopolitan press;1912.,,Eros[COMMA] and other poems,,,,,,1853,m,us,,birthdate is guesswork,,7,9,4,1,1,4,52,1,12,5,0,0,0,0,1,1,2,0,0,0,0,5,1,0,1,0,0,0,1,2,0,0,0,0,2,0,2,0,2,0,2,0,0,1,0,1,0,0,0,0,1,0,2,0,0,1,0,0,3,0,0,12,0,0,0,0,0,0,1,1,1,0,0
nyp.33433076039506,1912,1912,1912,random,8655537,,Adams[COMMA] Adeline[COMMA],New York;Priv. Print.;1912.,,Sylvia,,,,,,1858,f,us,,,,0,6,3,5,1,9,2,2,0,2,3,2,7,0,1,0,1,1,2,0,2,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
uc2.ark+=13960=t3qv3cf46,1912,1912,1912,random,7664477,,Kiser[COMMA] Samuel E.,Chicago;P. F. Volland;1912.,,The land of little care,,,,,,1862,m,us,,,,12,10,3,3,7,15,6,1,5,8,0,2,3,0,0,1,1,0,1,0,1,1,3,1,0,9,1,0,1,2,1,10,0,0,0,0,2,0,0,2,5,0,0,0,4,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,2,0,1,0,1,0,0,1,1,0,2,0,1
uc2.ark+=13960=t5db86m4v,1912,1912,1912,random,6154333,,Henderson[COMMA] Alice Corbin[COMMA],Chicago;R. F. Seymour;c1912,,The spinning woman of the sky;,,,,,,1881,f,us,,,,7,14,0,1,1,10,1,0,0,10,0,0,2,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uc2.ark+=13960=t5h98zx14,1912,1912,1912,reviewed,,,Lowell[COMMA] Amy[COMMA],Boston;Houghton Mifflin Co.;1912.,,A dome of many-colored glass,rev,,,1914,EGO,1874,f,us,,,y,2,31,7,6,5,8,0,9,4,1,3,8,2,4,5,3,1,1,2,3,1,1,6,1,1,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,2,0,4,4,3,0,0,0,1,0,1,0,0,0,0,0,1,4,2
uc2.ark+=13960=t8qc01599,1911,1911,1911,reviewed,6501813,1468399,Davies[COMMA] W. H.,London;A. C. Fifield;1911.,,Songs of joy and others,rev,pos,,1914,FR,1871,m,uk,,,,8,7,7,5,5,3,2,3,2,6,9,1,2,1,0,1,2,5,2,2,4,0,1,0,2,5,6,0,0,1,0,2,6,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1
nyp.33433074800131,1911,1911,1911,reviewed,8656854,2046049,Wilkinson[COMMA] Marguerite Ogden Bigelow[COMMA],Boston;Sherman[COMMA] French & company;1911.,,In vivid gardens; songs of the woman spirit,rev,,,1913,PMV,1883,f,us,,,,1,4,4,1,6,2,1,1,2,53,0,0,0,2,0,0,0,0,16,6,0,0,2,0,0,0,1,0,6,0,2,0,1,1,0,1,0,0,0,0,0,5,1,0,0,0,0,0,2,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uc2.ark+=13960=t3rv0d813,1911,1911,1911,reviewed,7650004,7335020,Watts[COMMA] Harvey Maitland[COMMA],Philadelphia;The John C. Winston company;1911.,,The wife of Potiphar,rev,neg,,1913,PMV,1864,m,us,,,,21,16,4,9,8,11,28,1,5,28,4,8,3,5,3,3,2,3,5,0,0,2,3,4,3,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,6,1,1,0,0,5,1,3,2,1,2,0,0,1,0,4,0,2,0,0,0,0,0,3,0,5,0,2,0,0,0,2,0
uc2.ark+=13960=t6d221h2q,1911,1911,1911,random,7917155,,Phipps[COMMA] Sarah Metcalf.,New York;1911.,,Thoughts in rhyme,,,,,,,,,,,,0,6,2,2,3,2,6,0,0,2,5,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nyp.33433074826789,1911,1911,1911,random,7649974,,Warman[COMMA] Cy[COMMA],Boston;Rand Avery co.; [etc.[COMMA] etc.;c1911,,Songs of Cy Warman,,,,,,1855,m,us,,,,31,17,27,3,13,14,4,2,2,21,0,1,8,1,1,1,0,1,5,3,2,2,5,0,4,20,1,4,0,0,0,17,0,0,7,3,1,0,1,1,2,0,0,0,3,1,1,2,0,0,1,0,1,0,0,0,0,5,0,3,1,1,1,2,0,0,0,2,1,3,0,0,2
uc2.ark+=13960=t7hq3sh5d,1911,1911,1911,random,1020865,,Barnard[COMMA] William Francis.,Chicago;The Fraternal press;1911.,,The tongues of toil[COMMA] and other poems,,,,,,1840,m,us,,,,31,13,8,4,8,5,19,1,12,6,4,1,3,1,2,4,1,1,2,0,6,0,3,2,1,0,3,2,1,0,0,0,2,0,3,1,3,3,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,1,1,0,0,1,0,0,1,3,1
nyp.33433066601869,1911,1911,1911,random,450244,,Hough[COMMA] Alfred J.,Boston;R. G. Badger;1911.,,Egyptian melodies,,,,,,1848,m,us,,,,14,4,1,7,4,1,2,6,10,12,2,0,3,1,2,0,1,1,7,0,0,4,3,4,0,2,1,12,0,1,0,3,0,0,0,0,1,3,0,7,1,2,1,0,2,1,0,1,0,2,0,0,4,1,0,0,2,0,0,0,0,9,0,0,1,0,0,1,8,0,2,2,0
nyp.33433074835962,1910,1910,1910,reviewed,8657714,6354506,Van Rensselaer[COMMA] Schuyler[COMMA],New York;The Macmillan company;1910.,,Poems,pub,,,1912,PMV,1851,f,us,Van Rensselaer[COMMA] Schuyler[COMMA] Mrs.,obscure,,19,29,10,2,10,9,1,6,2,5,9,1,1,3,5,5,2,4,0,2,3,0,2,1,4,0,5,0,3,0,2,0,0,1,1,2,0,2,0,0,3,3,6,1,0,0,0,5,1,1,0,0,0,0,2,0,1,1,3,0,0,0,1,1,0,1,0,1,0,0,0,4,0
uc2.ark+=13960=t9862dr88,1912,1912,1910,random,7654437,,Campbell[COMMA] Archibald Y.,Cambridge;W. Heffer;London;Simpkin[COMMA] Marshall;1912.,,Poems,,,,,,1885,m,uk,,,,3,0,0,3,0,0,2,1,1,0,3,2,1,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1
loc.ark+=13960=t23b6hk19,1910,1910,1910,random,9565268,,Farnsworth[COMMA] Edward Clarence.,Portland[COMMA] Me.;Smith & Sale;1910.,,Saint Helena,,,,,,,,,,,,9,2,2,1,3,0,7,0,6,2,0,3,0,5,0,2,2,1,2,0,2,1,0,0,0,0,0,5,1,2,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0
mdp.39015063926003,1910,1910,1910,random,324552,,Ranum[COMMA] Louise Cann[COMMA],Boston;The Poet lore company;1910.,,Dreams,,,,,,1871,f,us,,birth estimated,,10,9,2,1,2,3,0,1,1,1,0,0,0,0,0,0,0,3,1,0,0,0,1,2,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
