docid,actualdate,inferreddate,firstpub,recept,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birth,gender,nationality,othername,notes,canon
mdp.39015059421811,1917,1917,1872,reviewed,205157,65987399,Hake[COMMA] Thomas Gordon[COMMA],London;E. Mathews;1917.,,Parables & tales,rev,pos,,1873,FR,1809,m,uk,,,
uc2.ark+=13960=t42r42k8x,1872,1872,1872,reviewed,6518191,5899081,Smith[COMMA] Walter C.,Boston;J.R. Osgood and company;1872.,,Olrig Grange,rev,,,1872,FR,1824,m,uk,,,
uc1.32106001957635,1872,1872,1872,reviewed,7119642,3023728,Tennyson[COMMA] Alfred Tennyson[COMMA],Boston;J. R. Osgood and company;1872.,,Gareth and Lynette,rev,,,1872,FR,1809,m,uk,,,y
uc2.ark+=13960=t4pk0c98d,1872,1872,1872,reviewed,7687477,4817530,Domett[COMMA] Alfred[COMMA],London;Smith[COMMA] Elder & Co.;1872.,,Ranolf and Amohia,rev,,,1872,FR,1811,m,uk,,,
uc1.b182525,1872,1872,1872,reviewed,6651814,7237910,Hayne[COMMA] Paul Hamilton[COMMA],Philadelphia;J.B. Lippincott;1872.,,Legends and lyrics,rev,,,1872,ATL,1830,m,us,,,
uc2.ark+=13960=t9p26qv5r,1872,1872,1872,reviewed,7657105,6245604,Dorr[COMMA] Julia C. R.,Philadelphia;J. B. Lippincott & Co.;1872.,,Poems,rev,,,1872,ATL,1825,f,us,,,
uc2.ark+=13960=t8x926w5s,1872,1872,1872,random,7692297,,Sawyer[COMMA] William Kingston[COMMA],London;Longmans[COMMA] Green[COMMA] Reader[COMMA] and Dyer;1872.,,The legend of Phyllis,,,,,,1828,m,uk,,,
uc2.ark+=13960=t7br8q34d,1872,1872,1872,random,6611152,,Forsyth[COMMA] William[COMMA],Edinburgh;William Blackwood;1872.,,Idylls and lyrics,,,,,,1818,m,uk,,,
uc2.ark+=13960=t9m32rn84,1872,1872,1872,random,6518169,,Pocock[COMMA] I. J. Innes.,London;Spottiswoode;1872.,,Franklin and other poems,,,,,,,,,,,
uc2.ark+=13960=t8x924t2m,1872,1872,1872,random,6518335,,Harvey[COMMA] Ellen T. H.,Boston;John Bent;1872.,,Wilderness and Mount,,,,,,,,,,,
loc.ark+=13960=t6737bz3f,1872,1872,1872,random,9583819,,Ramsey[COMMA] V. G.,Boston;D. Lothrop & co.;Dover[COMMA] N.H.;G. T. Day & co.;1872.,,A legend of the White Hills,,,,,,1817,f,us,,,
loc.ark+=13960=t0wq0dz13,1872,1872,1872,random,9609113,,Armstrong[COMMA] J. A.,Brooklyn;E. Darbee[COMMA] Printer;1872.,,Harvest,,,,,,,m,us,,,
mdp.39015059548340,1880,1880,1871,reviewed,124084,3074470,Swinburne[COMMA] Algernon Charles[COMMA],London;Chatto and Windus;1880.,,Songs before sunrise,rev,pos,elite,1885,FR,1837,m,uk,,,y
mdp.39015063937810,1894,1894,1871,random,246395,,Mackay[COMMA] Eric[COMMA],New York [etc.;Brentano[APOSTROPHE]s;1894,,Love letters of a violinist,,,,,,1851,m,uk,,,
uc2.ark+=13960=t06w96n8w,1871,1871,1871,reviewed,1424843,3644614,Winter[COMMA] William[COMMA],Boston;J. R. Osgood and company;1871.,,My witness,rev,pos,,1871,ATL,1836,m,us,,,
nyp.33433066636204,1871,1871,1871,reviewed,8656582,3308640,Miller[COMMA] Joaquin[COMMA],London;Longmans[COMMA] Green[COMMA] Reader[COMMA] and Dyer;1871.,,Songs of the Sierras,rev,,,1871,BM,1837,m,us,,,
loc.ark+=13960=t0qr59x0m,1871,1871,1871,reviewed,9560197,11851279,Fuller[COMMA] Edwin W.,New York;E.J. Hale & Son;1871.,,The angel in the cloud,rev,,,1872,ATL,1847,m,us,,obscure,
mdp.39015013157980,1878,1878,1871,reviewed,321003,10334702,[Piatt[COMMA] Sarah M. B.,Boston;J. R. Osgood and company;1878.,,A woman[APOSTROPHE]s poems,rev,pos,,1871,ATL,1836,f,us,,,
loc.ark+=13960=t5cc1g772,1871,1871,1871,reviewed,8656892,6106197,Greene[COMMA] William Batchelder[COMMA],Boston;B. B. Russell;1871.,,Imogen,rev,,,1872,ATL,1819,m,us,,,
loc.ark+=13960=t1kh1gk7p,1871,1871,1871,reviewed,1693798,2098558,Channing[COMMA] William Ellery[COMMA],Boston;J. R. Osgood and company;1871.,,The wanderer,rev,neg,,1872,ATL,1817,m,us,,,
loc.ark+=13960=t2891sx2w,1871,1871,1871,reviewed,9603398,,Stoddard[COMMA] Richard Henry[COMMA],Boston;James R. Osgood;1871.,,The book of the East[COMMA] and other poems,rev,pos,,1871,ATL,1825,m,us,,,
njp.32101068175072,1871,1871,1871,reviewed,8968934,20742890,Butler[COMMA] William Allen[COMMA],Boston;James R. Osgood and Company;1871.,,Poems,rev,,,1872,ATL,1825,m,us,,,
uc2.ark+=13960=t8gf0nw9p,1871,1871,1871,reviewed,9261804,14411281,McHenry[COMMA] George.,San Francisco;A.L. Bancroft and Company;1871.,,Time and eternity,rev,,,1872,ATL,1837,m,ir,,obscure,
uc2.ark+=13960=t0dv1jg7s,1871,1871,1871,reviewed,7690943,4872294,Morris[COMMA] Lewis[COMMA],London;H. S. King;1871.,,Songs of two worlds,rev,,,1872,FR,1833,m,uk,,,
loc.ark+=13960=t03x8vs4n,1871,1871,1871,random,9582968,,Wallace[COMMA] E. D.,New York;T.F. Leslie;1871.,,England[APOSTROPHE]s last queen,,,,,,,,,,,
uc2.ark+=13960=t6057k92v,1871,1871,1871,random,7689741,,Kingsley[COMMA] Henry[COMMA],London;New York;Macmillan;1871.,,The lost child,,,,,,1830,m,uk,,anthology,
nnc1.1002356570,1871,1871,1871,random,,,,London;1871.,,Verses for the people[COMMA] suitable to the times[COMMA] by an Englishman,,,,,,,,uk,,,
loc.ark+=13960=t56d6fr15,1871,1871,1871,random,,,Smith[COMMA] Francis S.,New York;American News;1871.,,Poems for the million,,,,,,1819,m,us,,,
nyp.33433074963582,1871,1871,1871,random,,,Stanton[COMMA] Henry T.,Baltimore;Henry C. Turnbull[COMMA] Jr.;1871.,,The Moneyless Man[COMMA] and Other Poems,,,,,,1834,m,us,,,
loc.ark+=13960=t3nw08094,1871,1871,1871,random,,,Spalding[COMMA] Lucy Billings[COMMA],Philadelphia;J.B. Lippincott & Co.;1871.,,The ruined statues[COMMA] and other poems,,,,,,1839,f,us,,,
loc.ark+=13960=t7dr3b23n,1871,1871,1871,random,9601627,,Le Cato[COMMA] N. J. W.,Baltimore;Steam Press of Frederick A. Hanzsche ...;1871.,,Theodora and other poems,,,,,,1835,m,us,,,
loc.ark+=13960=t4qj7w512,1871,1871,1871,random,9602022,,Gates[COMMA] Rozina. [from old catalog],St. Joseph[COMMA] Mich.;T.L. Reynolds[COMMA] printer;1871.,,A panoramic view of the creation!,,,,,,,,,,,
njp.32101066457894,1871,1871,1871,random,8928064,,Cooke[COMMA] Belle W.,Salem[COMMA] Or.;E. M. Waite[COMMA] printer;1871.,,Tears and victory,,,,,,1834,f,us,,,
loc.ark+=13960=t3fx82c2q,1871,1871,1871,addcanon,9567459,,Harper[COMMA] Frances Ellen Watkins,Philadelphia;Merrihew & son[COMMA] printers;1871.,,Poems,,,,,,1825,f,us,,,y
uc1.b260737,1870,1870,1870,reviewed,6509062,6482223,Weeks[COMMA] Robert Kelley[COMMA],New York;Leypoldt & Holt;1870.,,Episodes and lyric pieces,rev,,,1871,ATL,1840,m,us,,,
nyp.33433066640792,1872,1872,1870,reviewed,8657545,7115412,Jackson[COMMA] Helen Hunt[COMMA],Boston;James R. Osgood;1872.,,Verses,rev,pos,,1871,ATL,1830,f,us,,,
uc1.32106001950101,1870,1870,1870,reviewed,7114122,232989876,Rossetti[COMMA] Dante Gabriel[COMMA],Boston;Roberts brothers;1870.,,Poems,pub,,,1869,FR,1848,m,uk,,,y
uc2.ark+=13960=t1kh0gm2b,1870,1870,1870,reviewed,6155976,1683664,Myers[COMMA] F. W. H.,London;Macmillan;1870.,,Poems,rev,,pop,1870,BM,1843,m,uk,,,
loc.ark+=13960=t2g740m4m,1870,1870,1870,random,9559778,,Atkinson[COMMA] Mary Ellen.,Philadelphia;Lippincott;1870.,,Ivy leaves,,,,,,,,,,,
uc1.b274748,1870,1870,1870,random,,,Stephens[COMMA] Lydia W.,Philadelphia;Daughaday & Becker;1870.,,Heart Problems,,,,,,,f,us,,,
uc2.ark+=13960=t06w98f3m,1870,1870,1870,random,6611535,,Lochore[COMMA] G.,Glasgow;W.G. Blackie;1870.,,Poetical recreation,,,,,,,,,,,
nyp.33433066626338,1870,1870,1870,random,8656979,,Nash[COMMA] Gilbert[COMMA],Boston;Nichols and Noyes;1870.,,Bay leaves,,,,,,1825,m,us,,,
loc.ark+=13960=t80k2xx3b,1870,1870,1870,random,,,Henck[COMMA] George Lewis. [from old catalog],Baltimore;J. W. Woods[COMMA] printer;1870.,,Poems,,,,,,,m,us,,,
uc2.ark+=13960=t4nk3bw6g,1869,1869,1869,reviewed,7690643,13342940,Michell[COMMA] Nicholas[COMMA],London;Chapman;1869.,,Sibyl of Cornwall,rev,,,1869,ATL,1807,m,uk,,,
uc2.ark+=13960=t06w9c11h,1869,1869,1869,reviewed,1019969,2717531,Garnett[COMMA] Richard[COMMA],London;Macmillan and co.;1869.,,Idylls and epigrams,rev,pos,,1869,FR,1835,m,uk,,,
uc2.ark+=13960=t76t0hr98,1869,1869,1869,reviewed,8657053,1871564,Stedman[COMMA] Edmund Clarence[COMMA],Boston;Fields[COMMA] Osgood[COMMA] & co.;1869.,,The blameless prince,rev,,,1869,ATL,1833,m,us,,,
mdp.39015051363565,1869,1869,1869,reviewed,585409,1376512,Browning[COMMA] Robert[COMMA],Boston;Fields[COMMA] Osgood[COMMA] & co.;1869.,v.1,The ring and the book,rev,,,1869,FR,1812,m,uk,,,y
uc2.ark+=13960=t9959d062,1869,1869,1869,reviewed,7666094,1953983,Lowell[COMMA] James Russell[COMMA],London;Macmillan and Co.;1869.,,Under the willows,rev,pos,,1869,FR,1819,m,us,,,y
mdp.39015004731116,1869,1869,1869,reviewed,585409,1376512,Browning[COMMA] Robert[COMMA],Boston;Fields[COMMA] Osgood[COMMA] & co.;1869.,v.2,The ring and the book,rev,,,1869,FR,1812,m,uk,,,y
nyp.33433076040298,1869,1869,1869,reviewed,8655517,1007050,Abbey[COMMA] Henry[COMMA],New York;A. D. F. Randolph & Co.;1869.,,Stories in verse,rev,,,1869,ATL,1842,m,us,,,
uc2.ark+=13960=t0vq2xh3w,1869,1869,1869,random,7691777,,Ranking[COMMA] Boyd Montgomerie Maurice[COMMA],London;Hotten;1869.,,Poems,,,,,,1841,m,uk,,,
uc2.ark+=13960=t3hx15z6g,1869,1869,1869,random,7675664,,Watson[COMMA] J. W.,Philadelphia;Turner Brothers & Co.;1869,,Beautiful snow,,,,,,1824,m,us,,,
nyp.33433074866819,1871,1871,1869,random,8662583,,Bickersteth[COMMA] Edward Henry[COMMA],New York;Robert Carter;1871.,,Yesterday[COMMA] to-day[COMMA] and for ever,,,,,,1825,m,uk,,,
uc2.ark+=13960=t9v121d4v,1869,1869,1869,random,7687707,,Ethelburga[COMMA] O. S. B.,London;Witt;1869?,,In coelo quies[COMMA] and other poems,,,,,,,,,,,
uc2.ark+=13960=t7gq6s57q,1869,1869,1869,random,9261121,,Krause[COMMA] William E. F.,San Francisco;J. Winterburn & Co.;1869.,,The sanctity of marriage,,,,,,,m,us,,,
nnc1.cr60018283,1869,1869,1869,random,8414873,,Jones[COMMA] Darius E.,Cincinnati;Church and Co.;1869.,,Songs for the new life ;,,,,,,1815,m,us,,,
nyp.33433066625637,1869,1869,1869,random,,,Peffer[COMMA] William Alfred[COMMA],Clarksville[COMMA] Tenn.;Buck & Neville;1869.,,Myriorama,,,,,,1831,m,us,,,
loc.ark+=13960=t0tq6gq3d,1868,1868,1868,reviewed,8889221,3009632,Larcom[COMMA] Lucy[COMMA],Boston[COMMA] Mass.;Fields[COMMA] Osgood & Co.;1869[COMMA] c1868.,,Poems,rev,,,1868,ATL,1824,f,us,,,
njp.32101068176328,1868,1868,1868,reviewed,8969013,3440197,Cary[COMMA] Alice[COMMA],Boston;Ticknor & Fields;1868.,,A lover[APOSTROPHE]s diary,pub,,,1867,ATL,1820,f,us,,,
mdp.39015048398518,1868,1868,1868,reviewed,907691,2486355,Newman[COMMA] John Henry[COMMA],London;Burns[COMMA] Oates;1868.,,Verses on various occasions,rev,,,1870,BM,1801,m,uk,,,y
nyp.33433074819172,1868,1868,1868,reviewed,8656844,10339406,Wright[COMMA] William Bull[COMMA],Boston;Adams & Company;1868.,,Highland rambles: a poem,rev,,,1868,ATL,1840,m,us,,,
loc.ark+=13960=t00z7rp24,1868,1868,1868,random,9592260,,,San Francisco;C. P. Kimball [etc.;1868,,The San Francisco fairy,,,,,,,,,,,
uc2.ark+=13960=t9f47r02d,1868,1868,1868,random,7687303,,Earle[COMMA] John Charles[COMMA],London;Burns[COMMA] Oates;1868.,,Maximilian,,,,,,1850,m,uk,,,
loc.ark+=13960=t20c5r23g,1868,1868,1868,random,9560933,,Palmer[COMMA] James Croxall[COMMA],New York;D. Van Nostrand;1868.,,Antarctic mariner[APOSTROPHE]s song,,,,,,1811,m,us,,,
wu.89099755217,1867,1867,1867,reviewed,9182552,45498701,Holland[COMMA] J. G.,N.Y.;Charles Scribner & Co.;1867.,,Kathrina,rev,,,1867,ATL,1819,m,us,,,
uc1.b155380,1867,1867,1867,reviewed,6634084,1357599,Arnold[COMMA] George[COMMA],Boston;Ticknor and Fields;1867.,,Poems grave and gay,rev,,,1867,WR,1834,m,us,,,
dul1.ark+=13960=t75t4h116,1867,1867,1867,reviewed,7506105,2657446,Arnold[COMMA] Matthew[COMMA],London;Macmillan and Co.;1867.,,New poems,rev,pos,,1867,FR,1822,m,uk,,,y
loc.ark+=13960=t8cg05x2c,1867,1867,1867,reviewed,9583025,20717720,Calvert[COMMA] George Henry[COMMA],New York;G.W. Carleton & Co.;1867.,,Ellen: a poem for the times,rev,pos,,1869,ATL,1803,m,us,,,
nyp.33433075741730,1867,1867,1867,reviewed,8658041,2795560,Taylor[COMMA] Bayard[COMMA],Boston;Ticknor and Fields;1867.,,The picture of St. John,rev,,,1867,FR,1825,m,us,,,
loc.ark+=13960=t6m046h55,1867,1867,1867,random,9595275,,[Cameron[COMMA] Hugh],Washington;1867,,The troublesome trio,,,,,,,,,,genre unclear,
loc.ark+=13960=t3320dh5b,1867,1867,1867,random,9589213,,[D[APOSTROPHE]Arusmont[COMMA] William E. Guthrie] [from old catalog],Philadelphia;J.A. Bancroft and co.;1867.,,The betrothed,,,,,,,,,,,
nyp.33433075809081,1867,1867,1867,random,7665283,,MacEuen[COMMA] Malcolm.,Philadelphia;Mason & Co.;1867.,,A mosaic from Italy,,,,,,1833,m,us,,birthdate estimated,
nyp.33433076020795,1867,1867,1867,random,1907997,,Wentworth[COMMA] May.,San Francisco.;Pacific publishing co.;1867.,,Poetry of the Pacific,,,,,,,,,,anthology[COMMA] but allowed since authors recent and all obscure,
loc.ark+=13960=t6zw1zm9g,1867,1867,1867,random,9605328,,Cox[COMMA] Sandford C.,Cincinnati;The author;1867.,,The evangelist[COMMA] and other poems,,,,,,1811,m,us,,,
uc2.ark+=13960=t40r9pj9p,1867,1867,1867,random,,,Sawers[COMMA] Eliza.,Edinburgh;J. Maclaren;1867.,,Under a cloud,,,,,,,f,uk,,,
uc1.b166111,1866,1866,1866,reviewed,6641605,5318058,Coloney[COMMA] Myron.,St. Louis;The Author;1866.,,Manomin,rev,,,1867,ATL,,,,,obscure,
uc2.ark+=13960=t6qz27440,1866,1866,1866,reviewed,7686360,13277132,Butchers[COMMA] S. M.,London;TrÃŒ_bner;1866.,,A waif on the stream,rev,pos,,1866,WR,,,,,obscure,
uc2.ark+=13960=t4vh5j76c,1866,1866,1866,reviewed,6611551,3917309,Plumptre[COMMA] E. H.,London;New York;A. Strahan;1866.,,Master and scholar[COMMA] etc.[COMMA] etc,rev,,,1866,WR,1821,m,uk,,,
uc1.b158350,1866,1866,1866,reviewed,284506,2956307,Buchanan[COMMA] Robert Williams[COMMA],London;New York;A. Strahan;1866.,,London poems,pub,,,1866,FR,1841,m,uk,,,
uc2.ark+=13960=t21c1v39v,1867,1867,1866,reviewed,631055,1213506,Longfellow[COMMA] Henry Wadsworth[COMMA],Boston;Ticknor and Fields;1867.,,Flower-de-luce,rev,,,1866,ATL,1807,m,us,,,y
uc2.ark+=13960=t1ng4vw28,1907,1907,1866,reviewed,7707841,364852397,Stigand[COMMA] William[COMMA],London;Kegan Paul;1907.,,Anthea,rev,neg,,1866,WR,1825,m,uk,,,
uc1.b166949,1866,1866,1866,reviewed,3145507,4254761,Rossetti[COMMA] Christina Georgina[COMMA],London;Macmillan and co.;1866.,,The prince[APOSTROPHE]s progress and other poems,rev,pos,,1866,WR,1830,f,uk,,,y
loc.ark+=13960=t3320jj4z,1866,1866,1866,reviewed,9592711,16925719,Clark[COMMA] Annie E.,Philadelphia;J.B. Lippincott & Co.;1866.,,Poems,rev,,,1866,ATL,,,,,obscure,
uc2.ark+=13960=t2k64b16p,1866,1866,1866,reviewed,7645903,3079144,Janvier[COMMA] Francis De Haes[COMMA],Philadelphia;J. B. Lippincott & Co.;1866.,,Patriotic poems,rev,,,1866,ATL,1817,m,us,,,
uc1.b166356,1866,1866,1866,random,6641760,,Leighton[COMMA] Robert[COMMA],Liverpool;E. Howell;1866.,,Poems,,,,,,1822,m,uk,,,
loc.ark+=13960=t7qn6kz4k,1866,1866,1866,random,9595246,,Crider[COMMA] Henry M.[COMMA],York[COMMA] Pa.;Kephart & Crider;1866.,,Pedagogics,,,,,,1839,m,us,,,
loc.ark+=13960=t8ff4k852,1866,1866,1866,random,9608866,,Westlake[COMMA] J. Willis,Philadelphia;J.B. Lippincott & co.;1866.,,Success,,,,,,1830,m,us,,,
loc.ark+=13960=t5r78vm8q,1866,1866,1866,random,9558176,,Almy[COMMA] Annie Whittier.,Boston;Printed for the author;1866;(Boston;John M. Hewes),,Early poems,,,,,,,,,,anthology,
mdp.39015063980414,1866,1866,1866,random,5238528,,Henry[COMMA] James[COMMA],Dresden;Printed by C.C. Meinhold & Sons;1866.,,Poematia,,,,,,1798,m,uk,,,
loc.ark+=13960=t78s5649n,1866,1866,1866,random,9559921,,Fulkerson[COMMA] A.[COMMA],Louisville [Ky.;Hanna & Duncan[COMMA] printers;1866.,,Miscellanies of Fulkerson,,,,,,1821,m,us,,,
loc.ark+=13960=t9184308z,1866,1866,1866,random,7688670,,Hodson[COMMA] Joseph.,Westerville[COMMA] Ohio;W. G. Foster[COMMA] Printer;1866.,,Miscellaneous poems,,,,,,,m,us,,,
uc2.ark+=13960=t1kh0h70v,1866,1866,1866,random,6634128,,A.,Louth;J. and T. Jackson;1866.,,The starling of the spire; or[COMMA] A bird[APOSTROPHE]s eye view of the church as it was,,,,,,,,,,,
emilydickinson,1866,1866,1866,addcanon,,,Dickinson[COMMA] Emily,,,Poems,,,,,,1830,f,us,,,y
njp.32101068170776,1865,1865,1865,reviewed,8968576,15137351,Howe[COMMA] Julia Ward[COMMA],Boston;Lee and Shepard[COMMA] publishers ...;1887[COMMA] c1865.,,Later lyrics,pub,,,1862,ATL,1819,f,us,,,
uc2.ark+=13960=t9280b957,1865,1865,1865,reviewed,7691688,13305842,Prideaux[COMMA] Fanny Ann.,London;Smith;1865.,,Claudia,rev,,,1865,WR,,,,,obscure,
uc2.ark+=13960=t4bp02m37,1865,1865,1865,reviewed,7685789,1808332,Buchanan[COMMA] Robert Williams[COMMA],London;A. Strahan;1865.,,Idyls and legends of Inverburn,rev,pos,,1865,FR,1841,m,uk,,,
uc2.ark+=13960=t9q23x35j,1865,1865,1865,reviewed,7686471,13313707,Capern[COMMA] Edward[COMMA],London;Low;1865.,,Wayside warbles,rev,,,1865,FR,1819,m,uk,,,
uc2.ark+=13960=t05x2bh3q,1865,1865,1865,random,7693665,,,King[APOSTROPHE]s Lynn;Thew;1865.,,Wermigey; or The weir amid the water,,,,,,,,,,obscure,
njp.32101032484253,1865,1865,1865,random,8888156,,Birdseye[COMMA] George W.[COMMA],New York;J. Dickson[COMMA] Book and Job Printer;1865.,,Woman and the war,,,,,,1844,m,us,,,
loc.ark+=13960=t6349841r,1864,1864,1864,reviewed,9576760,30440917,Tuckerman[COMMA] Frederick Goddard[COMMA],Boston;Ticknor and Fields;1864.,,Poems,rev,,elite,1864,ATL,1821,m,us,,,
njp.32101067646750,1864,1864,1864,reviewed,8962019,8625949,Hooper[COMMA] Lucy Hamilton[COMMA],Philadelphia;Leypoldt;1864.,,Poems;,rev,,,1871,ATL,1835,f,us,,,
uc1.$b389270,1864,1864,1864,random,7693607,,Warren[COMMA] John Byrne Leicester[COMMA],London;Macmillan;1864.,,Eclogues and monodramas; or[COMMA] A collection of verses,,,,,,1835,m,uk,,,
loc.ark+=13960=t1kh1508t,1865,1865,1864,random,9608003,,Halleck[COMMA] Fitz-Greene[COMMA],New York;D. Appleton and company;1865.,,Young America,,,,,,1790,m,us,,,
nyp.33433074931332,1864,1864,1864,random,8663537,,Taylor[COMMA] Henry[COMMA],London;Chapman and Hall;1864.,v. 3,The poetical works,,,,,,1800,m,uk,,,
nyp.33433075835557,1869,1869,1864,random,5974546,,Halpine[COMMA] Charles G.,New York;Harper & Brothers;1869.,,Poetical works of Charles G. Halpine (Miles O[APOSTROPHE]Reilly),,,,,,1829,m,us,,,
uc2.ark+=13960=t58d04x2h,1863,1863,1863,reviewed,1421455,2869829,Aldrich[COMMA] Thomas Bailey[COMMA],New York;Carleton; [etc.[COMMA] etc.;1863.,,Poems,rev,,,1867,FR,1836,m,us,,,
loc.ark+=13960=t0zp4md92,1863,1863,1863,random,7921813,,Peterson[COMMA] Henry[COMMA],Philadelphia;J.B. Lippincott & Co.;1863.,,Poems,,,,,,1818,m,us,,,
uc2.ark+=13960=t35140902,1863,1863,1863,random,7693334,,Vaughan[COMMA] Thomas[COMMA],Hereford;Printed by E. Weymss;1863.,,Morah; or[COMMA] The Indian wife;,,,,,,,m,uk,,,
uc2.ark+=13960=t1xd0tj53,1863,1863,1863,random,6511775,,Shipley[COMMA] Orby[COMMA],London;Longman[COMMA] Green[COMMA] Longman[COMMA] Roberts[COMMA] and Green;1863.,,Lyra eucharistica,,,,,,1832,m,uk,,,
njp.32101068972841,1863,1863,1863,random,8975917,,Law[COMMA] Isabella.,London;Smith[COMMA] Elder;1863.,,Winter weavings,,,,,,,f,uk,,,
loc.ark+=13960=t24b3nc5c,1862,1862,1862,reviewed,5908763,4278497,L,New York;Carleton;1862.,,Sybelle[COMMA] and other poems,rev,pos,,1863,WR,,,,,obscure,
njp.32101067004570,1862,1862,1862,reviewed,8955882,2602074,Wingate[COMMA] David[COMMA],Edinburgh;W. Blackwood;1862.,,Poems and songs,rev,pos,,1862,BM,1828,m,uk,,,
njp.32101025285659,1862,1862,1862,reviewed,8887133,4727590,Clough[COMMA] Arthur Hugh[COMMA],Boston;Ticknor and Fields;1862.,,Poems,rev,,,1862,BM,1819,m,uk,,,
loc.ark+=13960=t7jq1gj08,1862,1862,1862,random,9559402,,Hewes[COMMA] George Whitfield.,New York;Carleton;1862.,,Ballads of the war,,,,,,1835,m,us,,estimated birth,
njp.32101051388039,1862,1862,1862,random,8899308,,Fotherby[COMMA] Marie J. E.,London;A. Hall[COMMA] Virtue & Co.;1862.,,Poems,,,,,,1831,f,uk,,,
njp.32101067300184,1862,1862,1862,random,8957309,,Park[COMMA] Andrew[COMMA],Glasgow;T. Murray;1862.,,The world,,,,,,1807,m,uk,,,
mdp.39015014601184,1867,1867,1862,random,1372970,,Heywood[COMMA] J. C.,New York;Hurd and Houghton;1867.,,Herodias,,,,,,,m,us,,,
uc2.ark+=13960=t0tq5tm1v,1862,1862,1862,random,6641729,,Kinloch[COMMA] William Penney[COMMA],Edinburgh;Edmonston and Douglas;1862.,,Time[APOSTROPHE]s treasure;,,,,,,1801,m,uk,,,
loc.ark+=13960=t5r78t92c,1862,1862,1862,random,9589270,,Elder[COMMA] William. [from old catalog],Boston;The author;1862.,,Leisure moments;,,,,,,,m,us,,,
mdp.39015019808495,1892,1862,1862,reviewed,633980,3299029,Meredith[COMMA] George[COMMA],London;New York;Macmillan;1892.,,Modern Love,rev,,,1862,WR,1828,m,uk,,,y
mdp.39015030050648,1875,1875,1862,reviewed,,,Rossetti[COMMA] Christina Georgina[COMMA],London;Macmillan and co.;1875.,,Goblin market and other poems,rev,pos,,1866,WR,1830,f,uk,,,y
uc1.b3556169,1862,1862,1861,reviewed,1423587,13221080,Norton[COMMA] Caroline Sheridan[COMMA],Cambridge;London;Macmillan & co.;1862.,,The lady of La Garave,rev,pos,,1862,WR,1808,f,uk,,,
uc2.ark+=13960=t4cn74b90,1861,1861,1861,reviewed,7690524,10415906,Maunsell[COMMA] George Edmond.,London;Smith[COMMA] Elder and Co.;1861.,,Poems,rev,neg,,1861,WR,1816,m,uk,,,
njp.32101041423706,1861,1861,1861,reviewed,8889876,16810766,Atherstone[COMMA] Edwin[COMMA],London;Longman[COMMA] Green[COMMA] Longman[COMMA] and Roberts;1861.,,Israel in Egypt,rev,,,1862,WR,1788,m,uk,,,
uc2.ark+=13960=t6639r26n,1861,1861,1861,reviewed,7687235,2495938,De Vere[COMMA] Aubrey[COMMA],London;Longman[COMMA] Green[COMMA] Longman and Roberts;1861.,,The sisters,rev,pos,elite,1862,ATL,1814,m,uk,,,
uc1.b274909,1867,1867,1861,reviewed,6518328,4186986,Greenwell[COMMA] Dora[COMMA],London;Alexander Strahan;1867.,,Poems,rev,,,1861,WR,1821,f,uk,,,
dul1.ark+=13960=t84j19z0d,1861,1861,1861,random,10943014,,Mangum[COMMA] A. W.,Raleigh? N.C.;s.n.;between 1861 and 1865].,,The holy shield,,,,,,1834,m,us,,,
loc.ark+=13960=t5w671s6k,1861,1861,1861,random,6518348,,Jones[COMMA] Amanda Theodocia[COMMA],Buffalo;H. H. Otis [etc.;1861.,,Ulah[COMMA] and other poems,,,,,,1835,f,us,,,
uc2.ark+=13960=fk23b5wf3t,1860,1860,1860,reviewed,6518285,4645136,Craik[COMMA] Dinah Maria Mulock[COMMA],Boston;Ticknor and Fields;1860.,,Poems,rev,,,1860,ATL,1826,f,uk,,,
uc2.ark+=13960=t3dz0f69d,1860,1860,1860,reviewed,5261368,2946939,Whittier[COMMA] John Greenleaf[COMMA],Boston;Ticknor and Fields;1860.,,Home ballads and poems,rev,pos,,1860,ATL,1807,m,us,,,y
uc2.ark+=13960=t80k2ck75,1860,1860,1860,reviewed,7690352,13316750,Mackay[COMMA] Charles[COMMA],London;Smith[COMMA] Elder and Co.;1860.,,A man[APOSTROPHE]s heart,rev,neg,pop,1860,WR,1814,m,uk,,,
uc1.b3315106,1860,1860,1860,reviewed,6130693,23168253,Saxe[COMMA] John Godfrey[COMMA],Boston;Ticknor and Fields;1860.,,The money-king,rev,pos,,1860,ATL,1816,m,us,,,
uc1.b274679,1860,1860,1860,reviewed,6518140,1626082,Lowell[COMMA] Robert[COMMA],Boston;Ticknor and Fields;1860.,,Fresh hearts that failed three thousand years ago,rev,,,1860,ATL,1816,m,us,,,
loc.ark+=13960=t3qv42x82,1860,1860,1860,reviewed,123714,3960344,Dobell[COMMA] Sydney[COMMA],Boston;Ticknor and Fields;1860.,,Poems,rev,,,1860,ATL,1824,m,uk,,,
uc2.ark+=13960=t3kw57x2q,1860,1860,1860,reviewed,1027102,237644,Bryant[COMMA] William Cullen[COMMA],New York;W.A. Townsend;c1860,,A forest hymn,rev,pos,,1860,ATL,1794,m,us,,,y
